Artista,Prodotto,Reported Royalty,Percentuale Royalties,Importo Artista
Rokas,Mostri contro fantasmi,0.0015166194,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0014491722,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0227492968,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0813182478,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1449171975,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0073852991,0.00%,0.0
Rokas,Mostri contro fantasmi,0.2238352226,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0358756976,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0208912874,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0797044586,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0014491722,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0037915494,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0029844696,0.00%,0.0
Rokas,Mostri contro fantasmi,0.9632403004,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0178659914,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0043259088,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1031852298,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0038915632,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1879712733,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0134578265,0.00%,0.0
Rokas,Mostri contro fantasmi,0.9859889739,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0666597426,0.00%,0.0
Rokas,Mostri contro fantasmi,0.000549299,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0081938139,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0051276728,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0056661195,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0339967163,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0191188997,0.00%,0.0
Rokas,Mostri contro fantasmi,0.000549299,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0256383625,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0679934326,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0044863141,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1392948412,0.00%,0.0
Rokas,Mostri contro fantasmi,0.000549299,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0169983586,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0043259088,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0109250858,0.00%,0.0
Rokas,Mostri contro fantasmi,0.000549299,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0281956912,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1556824698,0.00%,0.0
Rokas,Mostri contro fantasmi,0.008972629,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1586513433,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0038450933,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0043259088,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0051276728,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0054625429,0.00%,0.0
Rokas,Mostri contro fantasmi,0.011332239,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0051276728,0.00%,0.0
Rokas,Mostri contro fantasmi,0.000549299,0.00%,0.0
Rokas,Mostri contro fantasmi,0.000549299,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0191188997,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0056661195,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0081938139,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0008239486,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0056661195,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0054625429,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0030211447,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0102553448,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0002746495,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0054625429,0.00%,0.0
Rokas,Mostri contro fantasmi,0.011332239,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0437003422,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0093985634,0.00%,0.0
Rokas,Mostri contro fantasmi,0.002243157,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0056661195,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0002746495,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0044863141,0.00%,0.0
Rokas,Mostri contro fantasmi,0.011332239,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0102553448,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0327752564,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0102553448,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0056661195,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0016478971,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0136563568,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0067294711,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0070560751,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0012250492,0.00%,0.0
Rokas,Mostri contro fantasmi,4.11533e-05,0.00%,0.0
Rokas,Mostri contro fantasmi,0.005248255,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0054880583,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0322392809,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0207772496,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0001234607,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0012250492,0.00%,0.0
Rokas,Mostri contro fantasmi,0.001708923,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0006850234,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0136458015,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0007497505,0.00%,0.0
Rokas,Mostri contro fantasmi,0.000784008,0.00%,0.0
Rokas,Mostri contro fantasmi,0.000784008,0.00%,0.0
Rokas,Mostri contro fantasmi,0.000784008,0.00%,0.0
Rokas,Mostri contro fantasmi,0.000784008,0.00%,0.0
Rokas,Mostri contro fantasmi,0.000784008,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0015680168,0.00%,0.0
Rokas,Mostri contro fantasmi,0.000784008,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0023520248,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0051943124,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0015680168,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0014995018,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0051943124,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0001234607,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0014995018,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0005188949,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0005188949,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0010377897,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0228313726,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0072645278,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0129723712,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0025944742,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0031133691,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0005188949,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0015566846,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0010377897,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0005188949,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0025944742,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0005188949,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0010377897,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0010377897,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0011708766,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0011708766,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0011708766,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0011708766,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0011708766,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0023417524,0.00%,0.0
Rokas,Mostri contro fantasmi,0.003512629,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0046835048,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0128796386,0.00%,0.0
Rokas,Mostri contro fantasmi,0.005453748,0.00%,0.0
Rokas,Mostri contro fantasmi,0.005453748,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0011471223,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0011471223,0.00%,0.0
Rokas,Mostri contro fantasmi,0.002219551,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0054180674,0.00%,0.0
Rokas,Mostri contro fantasmi,4.4838e-05,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0078736614,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0650168059,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0504733771,0.00%,0.0
Rokas,Mostri contro fantasmi,8.96752e-05,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0011471223,0.00%,0.0
Rokas,Mostri contro fantasmi,0.002219551,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0011471223,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0011471223,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0004751703,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0039691371,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0072645034,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0072645034,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0039691371,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0079382734,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0217935103,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0065859495,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0079382734,0.00%,0.0
Rokas,Mostri contro fantasmi,0.001606669,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0072645034,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0004751703,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0039691371,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0054483778,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0708289072,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0004751703,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0039691371,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0090806291,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0079382734,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0019006812,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0033261922,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0032133371,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0515987774,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0072444166,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0164648731,0.00%,0.0
Rokas,Mostri contro fantasmi,0.128944934,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0039691371,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0127128804,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0054483778,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0039691371,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0079382734,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0163451326,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0039691371,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0036222082,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0032929748,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0036322514,0.00%,0.0
Rokas,Mostri contro fantasmi,1.1510496421,0.00%,0.0
Rokas,Mostri contro fantasmi,0.2239222753,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0046773434,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1317468263,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0052544919,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0031799748,0.00%,0.0
Rokas,Mostri contro fantasmi,1.1931946716,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0142551091,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1159106662,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0039691371,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0036222082,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0072645034,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0039691371,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0043336359,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0025518868,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0497471232,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0055274583,0.00%,0.0
Rokas,Mostri contro fantasmi,0.002999351,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0059232975,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0357264142,0.00%,0.0
Rokas,Mostri contro fantasmi,0.004298644,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0650045407,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1768786588,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0006380412,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0045553429,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0051037736,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0055274583,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0442196649,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0051037736,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0046747288,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0023373648,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0023373648,0.00%,0.0
testacoda,tt bn,0.0029844696,0.00%,0.0
testacoda,tt bn,0.0028983436,0.00%,0.0
testacoda,tt bn,0.0019225466,0.00%,0.0
testacoda,tt bn,0.0043259088,0.00%,0.0
testacoda,tt bn,0.0051276728,0.00%,0.0
testacoda,tt bn,0.0339967163,0.00%,0.0
testacoda,tt bn,0.0437003422,0.00%,0.0
testacoda,tt bn,0.0187971278,0.00%,0.0
testacoda,tt bn,0.0005188949,0.00%,0.0
testacoda,tt bn,0.0005188949,0.00%,0.0
testacoda,tt bn,0.0011708766,0.00%,0.0
testacoda,tt bn,0.0011708766,0.00%,0.0
testacoda,tt bn,0.0022942446,0.00%,0.0
testacoda,tt bn,0.008127101,0.00%,0.0
testacoda,tt bn,0.004751703,0.00%,0.0
testacoda,tt bn,0.0158765468,0.00%,0.0
testacoda,tt bn,0.0072645034,0.00%,0.0
testacoda,tt bn,0.001606669,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.0036322514,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.0022776714,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.0023917132,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.005796688,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.0029844696,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.000164614,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.00272916,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.0017314378,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.0010377897,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.001606669,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.0039691371,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.0054483778,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.0025518868,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0007583098,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0153830177,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.1147133986,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.1019901497,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0022332487,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.013458943,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0057676399,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0187971278,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0007497505,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0005188949,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,4.4838e-05,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0028510218,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0032929748,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.1389197847,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.029058013,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0032133371,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0022776714,0.00%,0.0
Kuzu and Oitido,Argan,0.0023917132,0.00%,0.0
Kuzu and Oitido,Argan,0.0119378785,0.00%,0.0
Kuzu and Oitido,Argan,0.0014491722,0.00%,0.0
Kuzu and Oitido,Argan,0.0098789235,0.00%,0.0
Kuzu and Oitido,Argan,0.0018161257,0.00%,0.0
Kuzu and Oitido,Argan,0.0039691371,0.00%,0.0
Kuzu and Oitido,Argan,0.0001595101,0.00%,0.0
Pseudospettri,Pseudotape vol. 1,0.0061544163,30.00%,0.0018463248899999998
Pseudospettri,Pseudotape vol. 1,0.0029844696,30.00%,0.0008953408800000001
Pseudospettri,Pseudotape vol. 1,0.0014491722,30.00%,0.00043475165999999995
Pseudospettri,Pseudotape vol. 1,0.0028983436,30.00%,0.00086950308
Pseudospettri,Pseudotape vol. 1,0.0007583098,30.00%,0.00022749294
Pseudospettri,Pseudotape vol. 1,0.0015166194,30.00%,0.00045498581999999996
Pseudospettri,Pseudotape vol. 1,0.0029844696,30.00%,0.0008953408800000001
Pseudospettri,Pseudotape vol. 1,0.0014491722,30.00%,0.00043475165999999995
Pseudospettri,Pseudotape vol. 1,0.0014491722,30.00%,0.00043475165999999995
Pseudospettri,Pseudotape vol. 1,0.0056661195,30.00%,0.0016998358499999999
Pseudospettri,Pseudotape vol. 1,0.002731271,30.00%,0.0008193813
Pseudospettri,Pseudotape vol. 1,0.0043259088,30.00%,0.00129777264
Pseudospettri,Pseudotape vol. 1,0.0140978456,30.00%,0.00422935368
Pseudospettri,Pseudotape vol. 1,0.0051276728,30.00%,0.00153830184
Pseudospettri,Pseudotape vol. 1,0.0123592284,30.00%,0.00370776852
Pseudospettri,Pseudotape vol. 1,0.0022332487,30.00%,0.00066997461
Pseudospettri,Pseudotape vol. 1,0.0453289554,30.00%,0.01359868662
Pseudospettri,Pseudotape vol. 1,0.0191188997,30.00%,0.00573566991
Pseudospettri,Pseudotape vol. 1,0.0453289554,30.00%,0.01359868662
Pseudospettri,Pseudotape vol. 1,0.000549299,30.00%,0.00016478969999999998
Pseudospettri,Pseudotape vol. 1,0.0245814425,30.00%,0.00737443275
Pseudospettri,Pseudotape vol. 1,0.0396628358,30.00%,0.01189885074
Pseudospettri,Pseudotape vol. 1,0.0032957942,30.00%,0.00098873826
Pseudospettri,Pseudotape vol. 1,0.0682817846,30.00%,0.020484535380000002
Pseudospettri,Pseudotape vol. 1,0.0043259088,30.00%,0.00129777264
Pseudospettri,Pseudotape vol. 1,0.002731271,30.00%,0.0008193813
Pseudospettri,Pseudotape vol. 1,0.0056661195,30.00%,0.0016998358499999999
Pseudospettri,Pseudotape vol. 1,0.008972629,30.00%,0.0026917887
Pseudospettri,Pseudotape vol. 1,0.0054625429,30.00%,0.00163876287
Pseudospettri,Pseudotape vol. 1,0.002731271,30.00%,0.0008193813
Pseudospettri,Pseudotape vol. 1,0.070048141,30.00%,0.0210144423
Pseudospettri,Pseudotape vol. 1,0.0013645804,30.00%,0.00040937411999999996
Pseudospettri,Pseudotape vol. 1,4.11533e-05,30.00%,1.234599e-05
Pseudospettri,Pseudotape vol. 1,0.0007497505,30.00%,0.00022492515
Pseudospettri,Pseudotape vol. 1,0.0006850234,30.00%,0.00020550702
Pseudospettri,Pseudotape vol. 1,0.00272916,30.00%,0.000818748
Pseudospettri,Pseudotape vol. 1,0.0013645804,30.00%,0.00040937411999999996
Pseudospettri,Pseudotape vol. 1,0.0004115346,30.00%,0.00012346037999999999
Pseudospettri,Pseudotape vol. 1,0.0081874807,30.00%,0.00245624421
Pseudospettri,Pseudotape vol. 1,0.0005188949,30.00%,0.00015566847
Pseudospettri,Pseudotape vol. 1,0.0010377897,30.00%,0.00031133690999999994
Pseudospettri,Pseudotape vol. 1,0.0005188949,30.00%,0.00015566847
Pseudospettri,Pseudotape vol. 1,0.0011708766,30.00%,0.00035126297999999996
Pseudospettri,Pseudotape vol. 1,0.0011708766,30.00%,0.00035126297999999996
Pseudospettri,Pseudotape vol. 1,0.0011248086,30.00%,0.00033744258
Pseudospettri,Pseudotape vol. 1,0.008127101,30.00%,0.0024381303
Pseudospettri,Pseudotape vol. 1,0.0027090337,30.00%,0.0008127101099999999
Pseudospettri,Pseudotape vol. 1,0.0027090337,30.00%,0.0008127101099999999
Pseudospettri,Pseudotape vol. 1,0.0158765468,30.00%,0.00476296404
Pseudospettri,Pseudotape vol. 1,0.0099785764,30.00%,0.0029935729199999997
Pseudospettri,Pseudotape vol. 1,0.0098789235,30.00%,0.00296367705
Pseudospettri,Pseudotape vol. 1,0.0127128804,30.00%,0.0038138641199999997
Pseudospettri,Pseudotape vol. 1,0.0277839573,30.00%,0.00833518719
Pseudospettri,Pseudotape vol. 1,0.0031799748,30.00%,0.0009539924400000001
Pseudospettri,Pseudotape vol. 1,0.0014255109,30.00%,0.00042765326999999996
Pseudospettri,Pseudotape vol. 1,0.0032929748,30.00%,0.00098789244
Pseudospettri,Pseudotape vol. 1,0.0032929748,30.00%,0.00098789244
Pseudospettri,Pseudotape vol. 1,0.0018161257,30.00%,0.00054483771
Pseudospettri,Pseudotape vol. 1,0.0004751703,30.00%,0.00014255109
Pseudospettri,Pseudotape vol. 1,0.0004751703,30.00%,0.00014255109
Pseudospettri,Pseudotape vol. 1,0.0036222082,30.00%,0.00108666246
Pseudospettri,Pseudotape vol. 1,0.0090806291,30.00%,0.00272418873
Pseudospettri,Pseudotape vol. 1,0.0014255109,30.00%,0.00042765326999999996
Pseudospettri,Pseudotape vol. 1,0.0326902651,30.00%,0.009807079529999999
Pseudospettri,Pseudotape vol. 1,0.0079382734,30.00%,0.00238148202
Pseudospettri,Pseudotape vol. 1,0.0032929748,30.00%,0.00098789244
Pseudospettri,Pseudotape vol. 1,0.0018161257,30.00%,0.00054483771
Pseudospettri,Pseudotape vol. 1,0.0001595101,30.00%,4.785303e-05
Pseudospettri,Pseudotape vol. 1,0.0055274583,30.00%,0.0016582374900000001
Pseudospettri,Pseudotape vol. 1,0.0022776714,30.00%,0.0006833014199999999
Pseudospettri,Pseudotape vol. 1,0.0001595101,30.00%,4.785303e-05
Pseudospettri,Pseudotape vol. 1,0.0043336359,30.00%,0.0013000907699999998
b.estye and Misxs,doppelgänger (nel senso che),0.0023917132,0.00%,0.0
b.estye and Misxs,doppelgänger (nel senso che),0.0019006812,0.00%,0.0
Refo,POSTER (Yin & Yang),0.002731271,4.00%,0.00010925084
Refo,POSTER (Yin & Yang),0.0046992822,4.00%,0.000187971288
Refo,POSTER (Yin & Yang),0.0010985981,4.00%,4.3943924e-05
Refo,POSTER (Yin & Yang),0.0226644773,4.00%,0.000906579092
Refo,POSTER (Yin & Yang),0.0007497505,4.00%,2.9990020000000004e-05
Refo,POSTER (Yin & Yang),4.11533e-05,4.00%,1.646132e-06
Refo,POSTER (Yin & Yang),0.0005188949,4.00%,2.0755796e-05
Refo,POSTER (Yin & Yang),0.0046835048,4.00%,0.000187340192
Refo,POSTER (Yin & Yang),0.0011708766,4.00%,4.6835063999999996e-05
Refo,POSTER (Yin & Yang),0.0036322514,4.00%,0.000145290056
Refo,POSTER (Yin & Yang),0.0004751703,4.00%,1.9006812000000002e-05
Refo,POSTER (Yin & Yang),0.0030691466,4.00%,0.00012276586399999998
Refo,POSTER (Yin & Yang),0.0039691371,4.00%,0.000158765484
Refo,POSTER (Yin & Yang),0.0055274583,4.00%,0.00022109833200000003
Lanyard,Insicura,0.000549299,15.00%,8.239484999999999e-05
☆ ELEONORA ☆ and Haru,rumore,0.0009503406,0.00%,0.0
☆ ELEONORA ☆ and Haru,rumore,0.0018161257,0.00%,0.0
Lanyard,Stanco,0.0002746495,15.00%,4.1197424999999995e-05
Lanyard,Stanco,0.0027090337,15.00%,0.00040635505499999995
Kuzu featuring GIUMO,Situazioni Distinte,0.001606669,0.00%,0.0
Kuzu featuring GIUMO,Situazioni Distinte,0.0036322514,0.00%,0.0
Kuzu featuring GIUMO,Situazioni Distinte,0.0043336359,0.00%,0.0
Kuzu featuring GIUMO,Situazioni Distinte,0.0001595101,0.00%,0.0
Pseudospettri,Summertape,0.0007583098,30.00%,0.00022749294
Pseudospettri,Summertape,0.0014491722,30.00%,0.00043475165999999995
Pseudospettri,Summertape,0.0029844696,30.00%,0.0008953408800000001
Pseudospettri,Summertape,0.0030332398,30.00%,0.0009099719399999999
Pseudospettri,Summertape,0.0023917132,30.00%,0.0007175139599999999
Pseudospettri,Summertape,0.0059689393,30.00%,0.00179068179
Pseudospettri,Summertape,0.005796688,30.00%,0.0017390064
Pseudospettri,Summertape,0.0478226751,30.00%,0.014346802530000001
Pseudospettri,Summertape,0.023875757,30.00%,0.0071627271
Pseudospettri,Summertape,0.0095668527,30.00%,0.0028700558099999996
Pseudospettri,Summertape,0.0007583098,30.00%,0.00022749294
Pseudospettri,Summertape,0.0008239486,30.00%,0.00024718457999999997
Pseudospettri,Summertape,0.002731271,30.00%,0.0008193813
Pseudospettri,Summertape,0.002731271,30.00%,0.0008193813
Pseudospettri,Summertape,0.0118099294,30.00%,0.0035429788199999998
Pseudospettri,Summertape,0.002243157,30.00%,0.0006729470999999999
Pseudospettri,Summertape,0.0437003422,30.00%,0.01311010266
Pseudospettri,Summertape,0.0043259088,30.00%,0.00129777264
Pseudospettri,Summertape,0.0283305968,30.00%,0.008499179039999999
Pseudospettri,Summertape,0.0102553448,30.00%,0.0030766034399999998
Pseudospettri,Summertape,0.0191188997,30.00%,0.00573566991
Pseudospettri,Summertape,0.0200992402,30.00%,0.00602977206
Pseudospettri,Summertape,0.0067294711,30.00%,0.00201884133
Pseudospettri,Summertape,0.011332239,30.00%,0.0033996716999999997
Pseudospettri,Summertape,0.000549299,30.00%,0.00016478969999999998
Pseudospettri,Summertape,0.0046992822,30.00%,0.00140978466
Pseudospettri,Summertape,0.0002746495,30.00%,8.239484999999999e-05
Pseudospettri,Summertape,0.002731271,30.00%,0.0008193813
Pseudospettri,Summertape,0.000549299,30.00%,0.00016478969999999998
Pseudospettri,Summertape,0.0226644773,30.00%,0.0067993431899999995
Pseudospettri,Summertape,0.0016478971,30.00%,0.00049436913
Pseudospettri,Summertape,0.0437003422,30.00%,0.01311010266
Pseudospettri,Summertape,0.002731271,30.00%,0.0008193813
Pseudospettri,Summertape,0.0029990027,30.00%,0.0008997008099999999
Pseudospettri,Summertape,0.0034628746,30.00%,0.00103886238
Pseudospettri,Summertape,0.0039200415,30.00%,0.0011760124499999999
Pseudospettri,Summertape,0.0017314378,30.00%,0.0005194313399999999
Pseudospettri,Summertape,0.0007497505,30.00%,0.00022492515
Pseudospettri,Summertape,0.0007497505,30.00%,0.00022492515
Pseudospettri,Summertape,0.0015680168,30.00%,0.00047040503999999997
